NDC,ATC,DRUG,DRUG_NAME_GENERIC
00173069100,J05A,Trizivir,*NF* Abacavir-Lamivudine-Zidovudine
63739012710,C02D,HydrALAzine,HydrALAzine
15330009406,A07X,Etidronate Disodium,*NF* Etidronate Disodium
51285003893,G03A,Levonorgestrel,Levonorgestrel
46287001401,A09A,NEO*PO*Bicitra,NEO*PO*Bicitra
00264310511,J01D,CefazoLIN,N/A
00015050401,L01A,Cyclophosphamide,Cyclophosphamide
00264196510,B05A,Hespan,N/A
67386080202,N03A,Mebaral,*NF* Mephobarbital
51079029220,A10B,Tolazamide,Tolazamide
00781197201,N06A,Desipramine,Desipramine
58914015575,L01X,Porfimer Sodium,N/A
60793070210,J01C,Penicillin G Benzathine,Penicillin G Benzathine
00054813104,A06A,Castor Oil,Castor Oil
00310072025,L02B,Fulvestrant,Fulvestrant
00406990762,N06A,ClomiPRAMINE,ClomiPRAMINE
64116003906,L03A,Interferon Alfacon-1,Interferon Alfacon-1
14789030002,N04A,Benztropine Mesylate,Benztropine Mesylate
00555013809,N06D,galantamine,*NF* Galantamine
49281064015,N/A,Influenza A (H1N1) Vaccine,N/A
00051845030,G03B,AndroGel,*NF* Testosterone Gel 1% (50 mg)
00536135012,N02B,Aspirin,Aspirin (Rectal)
00078040134,L01E,Imatinib Mesylate,Imatinib Mesylate
00032102301,G03E,Estratest H.S.,*NF* Estrogen/Methyltestosterone
00083005932,C09A,Lotensin,*NF* Benazepril
00054822225,M01A,Diclofenac Sodium,Diclofenac Sodium CR
49938010230,J04B,Dapsone,Dapsone
00187355410,J02A,Flucytosine,Flucytosine
00024123105,N03A,Mebaral,*NF* Mephobarbital
00338001308,N/A,Sterile Water,N/A
63323032520,J05A,Acyclovir Sodium,N/A
00185072001,C01E,Indomethacin XR,Indomethacin XR
00135051101,N07B,Nicotine Lozenge,Nicotine Lozenge
55390006210,C07A,Esmolol,Esmolol
00169183411,A10A,Insulin,*NF* Insulin NPH Human (NovoLIN N)
19810000790,N02B,Excedrin Migraine,*NF* Aspirin-Acetaminophen-Caffeine
00472037045,C05A,Betamethasone Valerate 0.1% Cream,Betamethasone Valerate 0.1% Cream
00078022644,C08C,Isradipine,*NF* Isradipine
00186077739,B01A,ticagrelor,*NF* Ticagrelor
51248015001,G04B,Solifenacin,*NF* Solifenacin
00472075516,R06A,Cyproheptadine,Cyproheptadine
50458030811,N05A,Risperidone Long Acting Injection,Risperidone Long Acting Injection
59011044225,N02A,HYDROmorphone,N/A
00703280403,M03A,Pancuronium Bromide,Pancuronium Bromide
00409660902,B05X,Sodium Bicarbonate 4.2% (2.4mEq),Sodium Bicarbonate 4.2% (2.4mEq)
55390005401,V03A,Leucovorin Calcium,N/A
55513002801,B03X,darbepoetin alfa in polysorbat,*NF* Darbepoetin Alfa-Albumin
55390014301,L01B,Methotrexate Sodium,N/A
65197000101,C04A,Phenoxybenzamine HCl,Phenoxybenzamine HCl
00071023724,N03A,Zarontin,*NF* Ethosuximide
00071241823,N03A,Zarontin,*NF* Ethosuximide Syrup
17478020510,S01F,Phenyleprhine Ophth Soln 10%,Phenyleprhine Ophth Soln 10%
52604800206,A07B,Charcoal Aqueous (Activated),Charcoal Aqueous (Activated)
00998020815,S01E,Pilocarpine 6%,Pilocarpine 6%
51079088220,N03A,Clonazepam,Clonazepam
00409477723,J01M,Ciprofloxacin IV,N/A
00004196301,J01D,CeftriaXONE,N/A
00409190201,C01B,Procainamide,N/A
00172438310,N03A,Gabapentin,Gabapentin
55390004501,V03A,Mesna,N/A
00093031101,A07D,Loperamide,Loperamide
60492005101,J06B,Hepatitis B Immu Glob (HepaGam B),N/A
00409386302,J05A,Foscarnet Sodium,N/A
55390012210,L04A,CycloSPORINE (Sandimmune),N/A
00409955810,M03A,rocuronium,*NF* Rocuronium
63323030656,J01G,Tobramycin Sulfate,N/A
00555061214,N04B,pramipexole,*NF* Pramipexole
54868476800,N02A,Guaifenesin-CODEINE Phosphate,Guaifenesin-CODEINE Phosphate 
60793011701,H03A,Liothyronine Sodium,Liothyronine Sodium
00054315540,N/A,Cocaine HCl,Cocaine HCl
00002322930,N06B,Strattera,*NF* Atomoxetine HCl
00002323930,N06B,Strattera,*NF* Atomoxetine
10019016301,C01C,Phenylephrine,N/A
63323016505,H02A,Dexamethasone,Dexamethasone Sod Phosphate
11026263804,N/A,Kaopectate (bismuth subsalicy),*NF* Bismuth Subsalicylate
51079090220,N05A,Loxapine Succinate,Loxapine Succinate
54868089801,C01B,quiniDINE Sulfate,quiniDINE Sulfate
00078044905,C09A,Benazepril,*NF* Benazepril
00677000301,R03D,Aminophylline,Aminophylline
00409020120,L01C,DOCEtaxel (TaxoTERE),N/A
00703301812,L01B,Fluorouracil,N/A
00054860425,G03A,Megestrol Acetate,Megestrol Acetate
00003052411,L01E,Dasatinib,Dasatinib
51079012420,N04A,Trihexyphenidyl HCl,Trihexyphenidyl HCl
00409488810,B05X,Neo*Nasal*Sodium Chloride 0.9%,Neo*Nasal*Sodium Chloride 0.9%
55390006002,V03A,Dexrazoxane,N/A
50383017290,A16A,Levocarnitine,Levocarnitine
68734070010,N/A,Zyflo CR,*NF* Zileuton
60432046608,H02A,Dexamethasone Oral Soln (0.1mg/1mL),Dexamethasone Oral Soln (0.1mg/1mL)
61314020415,S01E,Pilocarpine 2%,Pilocarpine 2%
51079048020,N06A,Venlafaxine,Venlafaxine
44206310110,J06B,Cytomegalovirus Immune Glob,N/A
10939011801,A02A,Calcium Carbonate Suspension,Calcium Carbonate Suspension
54868596800,S01E,Travatan Z,*NF* Travoprost 0.004 % Ophth Soln
00781707787,G01A,Metronidazole Gel 0.75%-Vaginal,Metronidazole Gel 0.75%-Vaginal
00677176801,C08C,Felodipine,Felodipine
00062535101,G01A,Terconazole 80mg Vag. Supp,Terconazole 80mg Vag. Supp
00409904502,N01B,Bupivacaine 0.50%-Epinephrine,Bupivacaine 0.50%-Epinephrine
63323018510,N/A,Sterile Water,N/A
13533064520,J06B,Gamunex,N/A
66490069010,N03A,PrimiDONE,*NF* PrimiDONE (Mysoline Brand)
00143148401,N03A,PrimiDONE,PrimiDONE
00703831503,C08C,NiCARdipine IV,N/A
00603153258,A12B,*NF* Potassium Chloride,*NF* Potassium Chloride
00088117547,A02A,Gaviscon Extra Strength,*NF* Gaviscon
00172496058,L02B,Flutamide,Flutamide
00597018461,N04B,pramipexole,*NF* Pramipexole
52604510001,H03A,Levoxyl,*NF* Levothyroxine Sodium Brand Name
00409146301,N02A,Nalbuphine HCl,Nalbuphine HCl
67386091151,L01A,Mechlorethamine,N/A
50458055010,N05A,Paliperidone ER,Paliperidone ER
51285053422,D01A,Nystatin,Nystatin
12496075701,N02A,Buprenorphine HCl,Buprenorphine HCl
00071374066,N03A,Phenytoin Sodium Extended,Phenytoin Sodium Extended
00078034261,H01C,Octreotide Acetate,*NF* Octreotide LAR Depot
00004081095,J05A,Oseltamivir,Oseltamivir Suspension
00904105561,N04A,Benztropine Mesylate,Benztropine Mesylate
54868234003,N04A,Trihexyphenidyl HCl,Trihexyphenidyl HCl
00409233725,V03A,Deferoxamine (DFO) *IND*,N/A
51079058001,N05A,Thioridazine HCl,Thioridazine HCl
00409190301,C01B,Procainamide,Procainamide
00065021535,S01E,Pilocarpine HCl,*NF* Pilocarpine 4% Gel
50458055110,N05A,Paliperidone ER,Paliperidone ER
00054315440,N/A,Cocaine HCl,Cocaine HCl
00093688871,A07E,Mesalamine Enema,Mesalamine Enema
51079053120,N05B,HydrOXYzine,HydrOXYzine
00597003928,C09C,Micardis HCT,*NF* Telmisartan
52544063028,G03A,Microgestin 1/20 (21),*NF* Norethin Ace-Eth Estrad-FE
24208063562,S03A,Neomycin-Polymyxin-HC Otic Susp,Neomycin-Polymyxin-HC Otic Susp
00069098030,L01E,*NF* Sunitinib,*NF* Sunitinib
00182616840,R06A,DiphenhydrAMINE,DiphenhydrAMINE
00555058901,J05A,Didanosine EC,Didanosine EC
63395020113,N07A,Evoxac,*NF* Cevimeline HCl
00069098038,L01E,*NF* Sunitinib,*NF* Sunitinib
00168020130,D10A,Clindamycin,Clindamycin 1% Solution
00093874101,C01B,Mexiletine,Mexiletine
66758000802,C01C,Ephedrine,Ephedrine Sulfate
61570054120,R06A,Trimethobenzamide,Trimethobenzamide
49281029110,J07A,Tetanus-Diphtheria Tox (DECAVAC),Tetanus-Diphtheria Tox (DECAVAC)
51079056620,N05A,Thioridazine HCl,Thioridazine HCl
51079097320,A10B,MetFORMIN (Glucophage),MetFORMIN (Glucophage)
08290002191,N/A,Syringe,N/A
00904588861,R03D,Theophylline SR,Theophylline SR
42023011510,N01A,Ketamine,N/A
00264190955,G01A,Nephramine 2.7%,N/A
00074444005,M03A,ATRIPLA,*NF* Atracurium
00409904202,N01B,Bupivacaine 0.25%-Epinephrine,Bupivacaine 0.25%-Epinephrine
00703507937,B05A,Hespan,N/A
00168000580,D07A,Triamcinolone Acetonide 0.025% Ointment,Triamcinolone Acetonide 0.025% Ointment
00024059010,L01X,Oxaliplatin,N/A
50242006101,L01X,Bevacizumab,N/A
00703702103,N05A,Haloperidol Decanoate,Haloperidol Decanoate
00781183801,C09A,NEO*PO*Captopril,NEO*PO*Captopril
13551050105,J01E,Trimethoprim Oral Soln,Trimethoprim Oral Soln
00409118069,N02A,Meperidine,Meperidine
17478021612,S01G,Naphazoline 0.1% Ophth,Naphazoline 0.1% Ophth
00172433010,A10B,MetFORMIN (Glucophage),MetFORMIN (Glucophage)
65197000201,C03D,Triamterene,Triamterene
00078017905,D01B,Terbinafine,*NF* Terbinafine
54838054070,N06A,Citalopram,Citalopram Solution
50633012011,V03A,Digoxin Immune Fab,N/A
52544007730,G03B,Testosterone 4 mg Patch,Testosterone 4 mg Patch
00409330803,R05C,Acetylcysteine 20%,Acetylcysteine 20%
24208046325,S01E,Latanoprost 0.005% Ophth. Soln.,Latanoprost 0.005% Ophth. Soln.
00025273231,C01B,Disopyramide CR,Disopyramide CR
51079011820,A03A,DiCYCLOmine,DiCYCLOmine
49281040015,J07C,Tetanus-DiphTox-Acellular Pertuss (Adacel),Tetanus-DiphTox-Acellular Pertuss (Adacel)
10147088106,N06D,galantamine,*NF* Galantamine
58160082011,J07B,Hepatitis B Vaccine,Hepatitis B Vaccine
10147170007,J02A,Itraconazole,Itraconazole
51672412401,N03A,Carbamazepine (Extended-Release),Carbamazepine (Extended-Release)
00517234010,N/A,*NF* Iron Sucrose,N/A
00093312501,J01C,DiCLOXacillin,DiCLOXacillin
00781320995,J01D,CeftriaXONE,CeftriaXONE
55513022101,B02B,Romiplostim,N/A
00071035060,N06A,Phenelzine Sulfate,Phenelzine Sulfate
00409329906,B05X,Sodium Acetate,N/A
00071041813,C01D,Nitroglycerin SL,Nitroglycerin SL
50458030711,N05A,Risperidone Long Acting Injection,Risperidone Long Acting Injection
66220020730,V03A,Acetylcysteine (IV),N/A
50419035703,L04A,Alemtuzumab,N/A
59148007091,L01A,Busulfan,N/A
55390013910,J01X,Polymyxin B Sulfate,Polymyxin B Sulfate
67457021102,V03A,Fomepizole,N/A
65649023141,L04A,Azathioprine,Azathioprine
00591321472,N02A,Fentanyl Patch,Fentanyl Patch
00078044705,C09A,benazepril,*NF* Benazepril
58016030000,C07A,Acebutolol,Acebutolol
00143987201,C07A,Propranolol,N/A
00409651001,J01X,Vancomycin,N/A
00143148001,H03B,Propylthiouracil,Propylthiouracil
00703680104,G03D,MedroxyPROGESTERone Acetate,MedroxyPROGESTERone Acetate
00703315401,L01D,Bleomycin,N/A
63323027810,L01C,VinBLAStine (Velban),N/A
55390009010,L01A,Dacarbazine,N/A
61553025409,N/A,Ropivacaine 0.2%,N/A
00472011720,D10A,Tretinoin 0.025% Cream,Tretinoin 0.025% Cream
59762372802,D10A,Clindamycin,Clindamycin 1% Solution
00703239403,M03A,Rocuronium,*NF* Rocuronium Bromide
68220014015,C05A,Hydrocortisone Acetate 10%  Foam,Hydrocortisone Acetate 10%  Foam
00054017613,N02A,Buprenorphine,Buprenorphine
62584014201,N03A,Oxcarbazepine,Oxcarbazepine
51672200306,G01A,Clotrimazole 1% Vaginal Cream,Clotrimazole 1% Vaginal Cream
48102000735,D06A,Bacitracin Ophthalmic Oint,Bacitracin Ophthalmic Oint
68180012401,J01D,Cephalexin Desensitization,Cephalexin Desensitization
55390005210,V03A,Leucovorin Calcium,N/A
67286081201,C08C,NiCARdipine,NiCARdipine
00409428201,C01B,Lidocaine 2%,Lidocaine 2% P.F.
00186037220,R03A,Symbicort,Budesonide-Formoterol Inhaler (*NF*)
58016103201,J01C,Ampicillin,AMPicillin Suspension
63323040302,N03A,Fosphenytoin,N/A
54838000530,A11H,Vitamin E,Vitamin E Drops
00310072010,L02B,Fulvestrant (Faslodex),Fulvestrant (*IND*)
50111032501,N07A,Bethanechol,Bethanechol
00781143813,N05A,Fluphenazine,Fluphenazine
00008117901,L01E,Temsirolimus,N/A
68084037421,L02B,*NF* Bicalutamide,*NF* Bicalutamide
10939003722,C01E,Coenzyme Q10 Study Drug,Coenzyme Q10 (*IND*)
00065074112,S01H,Tetracaine HCl,Tetracaine 0.5% Ophth Soln
63323076350,L01C,PACLItaxel (TaxOL),N/A
00143119550,P01B,Chloroquine,Chloroquine Phosphate
00131541070,N03A,Lacosamide,Lacosamide Oral Solution
00168026615,C05A,Betamethasone Dipro 0.05% Augmented Gel,Betamethasone Dipro 0.05% Augmented Gel
00074347303,L02A,Leuprolide Acetate,Leuprolide Acetate
32909094503,N/A,Volumen (Barium Sulfate 0.1% Suspension),Volumen (Barium Sulfate 0.1% Suspension)
66758001604,C01C,PHENYLEPHrine,N/A
00003085222,L01E,Dasatinib,Dasatinib
51079087020,N03A,Carbamazepine Chewable Tabs,Carbamazepine Chewable Tabs
00430075227,A07E,Mesalamine DR,Mesalamine DR
00555080802,L01X,Tretinoin (ATRA-All Transretinoic Acid),Tretinoin (ATRA-All Transretinoic Acid)
10122090212,N/A,Zyflo,*NF* Zileuton SR
00409650901,J01X,Vancomycin,N/A
50242006401,L01E,*NF* Erlotinib,*NF* Erlotinib
00409318101,N01B,Lidocaine 1.5%/Epinephrine P.F.,Lidocaine 1.5%/Epinephrine P.F.
62756035664,A04A,ond,Ondansetron ODT
68084004401,N06A,Paroxetine,Paroxetine
00009003928,H02A,MethylPREDNISolone Sod Succ ,N/A
63323031510,J05A,Ganciclovir,N/A
00085177701,J01M,Ciprofloxacin HCl,Ciprofloxacin Suspension
44206310101,J06B,Cytomegalovirus Immune Glob,N/A
63459060010,L01X,Arsenic Trioxide *NF*,N/A
00378204201,G02C,Bromocriptine Mesylate,Bromocriptine Mesylate
00591048701,G03C,Estradiol,Estradiol
49884029812,J01C,Amoxicillin-Clavulanic Acid,Amoxicillin-Clavulanic Acid
00009041701,G03B,Testosterone Cypionate,Testosterone Cypionate
00781176413,N06A,Imipramine,Imipramine
00409335601,N02A,HYDROmorphone,N/A
00591354060,N06A,BuPROPion (Sustained Release),BuPROPion (Sustained Release)
63323065210,C07A,Esmolol,Esmolol
59338077510,N/A,Feraheme,Ferumoxytol
00472003616,A01A,Peridex,Chlorhexidine Gluconate
00904016012,C05A,Hydrocortisone Acetate Suppository,Hydrocortisone Acetate Suppository
66302010101,B01A,Treprostinil Sodium,N/A
63402030430,N05A,Latuda,Lurasidone *NF*
00378622001,C07A,Propranolol LA,Propranolol LA
79511050204,N/A,Coal Tar 3% Shampoo,Coal Tar 3% Shampoo
00378504191,J05A,Stavudine,Stavudine
51672126403,C05A,Fluocinonide 0.05% Ointment,Fluocinonide 0.05% Ointment
17478015142,J04A,Rifampin,N/A
00172375473,L01C,PACLItaxel (TaxOL),N/A
50222026006,D05A,Calcipotriene 0.005% Cream,Calcipotriene 0.005% Cream
13310011907,M04A,Colchicine,Colchicine Suspension
67386041151,L01X,Asparaginase,N/A
00904792638,S01A,Erythromycin,Erythromycin 0.5% Ophth Oint
00078049561,L03A,Aldesleukin,N/A
50242006201,L01E,*NF* Erlotinib,*NF* Erlotinib
00173073002,N06A,Wellbutrin XL,*NF* BuPROPion XL
68546031730,L03A,glatiramer,*NF* Glatiramer Acetate
49702020718,J05A,Fosamprenavir,Fosamprenavir
00009722402,L04A,Atgam,N/A
00054019813,J05A,famciclovir,*NF* Famciclovir
00173052600,N03A,LaMOTrigine,LaMOTrigine
00168006460,C05A,fluocinolone,Fluocinolone Acetonide 0.025% Ointment
00378041501,A03B,Diphenoxylate-Atropine,Diphenoxylate-Atropine
00781328379,L01B,Gemcitabine,N/A
36000000124,J01X,metroNIDAZOLE Desensitization,N/A
00062017512,D10A,Tretinoin 0.05% Cream,Tretinoin 0.05% Cream
55390056605,N/A,Diltia,Diltiazem
00168005760,C05A,Betamethasone Dipro 0.05% Lot.,Betamethasone Dipro 0.05% Lot.
00054007928,A07E,balsalazide,*NF* Balsalazide Disodium
51672126302,D07C,Nystatin Cream,Nystatin Cream
00003049420,H02A,Triamcinolone Acetonide,N/A
62856058230,N03A,Rufinamide,Rufinamide
17478020012,S01F,Phenylephrine 2.5 % Ophth Soln,Phenylephrine 2.5 % Ophth Soln
24208058564,S01F,Tropicamide 1 %,Tropicamide 1 %
51079059720,R06A,cet,*NF* Cetirizine
68084024301,J01F,Clindamycin,Clindamycin
00944270007,J06B,GammaGARD Liquid,N/A
00121177510,N02A,Guaifenesin-CODEINE Phosphate,Guaifenesin-CODEINE Phosphate
00409339732,A11G,Ascorbate Sodium,N/A
55513002304,B03X,darbepoetin alfa in polysorbat,*NF* Darbepoetin Alfa-Albumin
00093075601,M01A,Piroxicam,Piroxicam
17478020020,S01F,Phenylephrine 2.5 % Ophth Soln,Phenylephrine 2.5 % Ophth Soln
66521020002,N/A,Influenza A (H1N1) Vac 09 (PF),Influenza A (H1N1) Vaccine
68084038801,N04A,Benztropine Mesylate,Benztropine Mesylate
00121065304,N05A,Fluphenazine,Fluphenazine Oral Concentrate
00172524160,L01X,Agrylin (anagrelide) 0.5mg CAP,*NF* Anagrelide
00472038045,C05A,Betamethasone Dipro 0.05% Cream,Betamethasone Dipro 0.05% Cream
50383081016,J05A,Acyclovir,Acyclovir Suspension
63323027205,N05A,Fluphenazine,Fluphenazine DECANOATE
00186085981,N01B,Ropivacaine 0.2%,N/A
00074364103,L02A,Leuprolide Acetate,Leuprolide Acetate
00555097102,N06B,Adderall,*NF* ADDerall
63323047820,N01B,Chloroprocaine 3% MPF,Chloroprocaine 3% MPF
00002762301,L01B,Pemetrexed,N/A
00007440106,L01B,Nelarabine (NF),N/A
00046087221,G03C,Estrogens Conjugated,Estrogens Conjugated Vag. Cream
00409311831,A11G,Ascorbic Acid,N/A
42023011801,R06A,Trimethobenzamide,Trimethobenzamide
00781523864,A04A,Ondansetron ODT,Ondansetron ODT
17478010112,S01F,Tropicamide 0.5% Ophth Soln,Tropicamide 0.5% Ophth Soln
00074118701,N05A,Droperidol,N/A
00527172874,N/A,Cocaine 4% Soln,Cocaine 4% Soln
50458058010,B01A,Rivaroxaban,Rivaroxaban
00023916330,S01X,Restasis,*NF* Cyclosporine 0.05% Ophth
66213042316,A03C,Donnatol,Donnatol (Elixir)
00409741903,N/A,Dextran 40 10% in NS,N/A
63459039120,L01A,BENDAmustine,N/A
24208029525,S01C,Tobramycin-Dexamethasone Ophth Susp,Tobramycin-Dexamethasone Ophth Susp
51285076993,G03A,Plan B,Levonorgestrel
00904525530,N02B,Acetaminophen,Acetaminophen (Liquid)
55390003310,L01B,Methotrexate Sodium P.F.,N/A
57902024901,L01X,Asparaginase (Erwinia chrysan),N/A
65483011607,L03A,Aldesleukin,N/A
00904624261,N06D,Donepezil,Donepezil
00028007201,R03C,Terbutaline Sulfate,Terbutaline Sulfate
00409978903,N/A,Fat Emulsion 20%,N/A
00703418301,L01C,VinORELbine (Navelbine),N/A
68462035901,M01A,Nabumetone,Nabumetone
00409592101,R03D,Aminophylline,N/A
52544047108,G03C,Estraderm,*NF* Estraderm
37205098869,N07B,Nicotine Lozenge,Nicotine Lozenge
51672208001,D01B,Terbinafine 1% Cream,Terbinafine 1% Cream
00013111410,B02A,Tranexamic Acid,N/A
18860034201,N04B,Parcopa,*NF* Carbidopa-Levodopa (25-100)
63323029766,N01A,Propofol,Propofol
51991041702,N03A,Mephobarbital,*NF* Mephobarbital
00093731601,H01B,Desmopressin Acetate,Desmopressin Acetate
49999074704,D01A,Selenium Sulfide,Selenium Sulfide
25208000202,B01A,Tirofiban,N/A
00078034161,H01C,octreotide acetate,*NF* Octreotide LAR Depot
18006333453,N/A,Peramivir,N/A
60492005201,J06B,Hepatitis B Immu Glob (HepaGam B),N/A
00093721201,A10B,MetFORMIN XR (Glucophage XR),MetFORMIN XR (Glucophage XR)
63323049089,C01B,Lidocaine 4% MPF,Lidocaine 4% MPF
49281000950,N/A,Influenza Virus Vaccine,Influenza Virus Vaccine *Latex Free*
68546014256,N04B,rasagiline,*NF* Rasagiline
25010071115,N/A,carbidopa,*NF* Carbidopa
00310028039,N05A,Quetiapine extended-release,Quetiapine extended-release
00186041201,N01B,Mepivacaine 1%,Mepivacaine 1%
65649030141,A07A,Rifaximin,Rifaximin
00168004046,C05A,betamethasone,Betamethasone Valerate 0.1% Cream
49884065001,M01A,Nabumetone,Nabumetone
51079062485,D06B,Sulfamylon,*NF* Mafenide acetate
50458058601,N06B,Concerta,*NF* MethylPHENIDATE E.R. (CONCERTA)
00172717149,A02B,Cimetidine,Cimetidine
68152010100,V03A,Levoleucovorin,N/A
00071041724,C01D,Nitroglycerin SL,Nitroglycerin SL
00469882030,N/A,Selenious Acid,N/A
00327001105,N/A,Renacidin,*NF* Renacidin Soln
00378015601,M04A,Probenecid,Probenecid
00026848858,L01E,*NF* Sorafenib,*NF* Sorafenib
68258912401,J02A,Flucytosine,Flucytosine Suspension
43068011304,N05A,Iloperidone,Iloperidone
43068010602,N05A,Iloperidone,Iloperidone
43068010202,N05A,Iloperidone,Iloperidone
67457021501,L01A,Melphalan,N/A
00247108052,N01B,Ethyl Chloride,Ethyl Chloride
00703301513,L01B,Fluorouracil,N/A
00065009205,N/A,Fluorescein,N/A
67457019015,V04C,edrophonium chloride,Edrophonium Chloride
24208045725,S01B,diclofenac sodium,*NF* Diclofenac 0.1% Ophth
55390003010,L01A,Thiotepa,N/A
00409317802,N01B,"Lidocaine 1%/Epinephrine 1:100,000","Lidocaine 1%/Epinephrine 1:100,000"
63481062410,N02A,Oxymorphone HCl,Oxymorphone
44087081808,G03D,Crinone,*NF* Progesterone Micronized 8% Gel
00074334603,L02A,Leuprolide Acetate,Leuprolide Acetate
00093542088,G02C,cabergoline,*NF* Cabergoline
00409741803,N/A,Dextran 40 10% in D5W,N/A
13533063402,J06A,Tetanus Immune Globulin,Tetanus Immune Globulin
00469352530,N/A,Telavancin *NF*,N/A
00088250033,A10A,Apidra,Insulin Glulisine *NF*
59572030250,L01A,Melphalan,Melphalan
00406991816,N06A,Nortriptyline,Nortriptyline
00904580961,C09A,Lisinopril,Lisinopril
63010001030,J05A,Nelfinavir Mesylate,NelFINavir Mesylate
00182070389,C01D,Nitroglycerin SR,Nitroglycerin SR
59148001665,N05A,Aripiprazole,Aripiprazole
00409212288,C09A,Enalaprilat,N/A
76336045517,V04C,metyrapone,*NF* Metyrapone
00078047015,V03A,Exjade,*NF* Deferasirox
00003218710,L04A,*NF* Abatacept,N/A
10148010200,B01A,Iloprost,*NF* Iloprost
60977001701,N02A,morphine,Morphine Sulfate PF
63323028565,N01B,Ropivacaine 0.2%,N/A
16500053504,A07X,Citracal + D,*NF* Calcium Citrate-Vitamin D3
67066000501,N/A,Secretin,Secretin
08881200441,N/A,Insulin,Insulin Syringe U-100
51285069702,N07A,Bethanechol,Bethanechol
00074433902,L04A,Humira,*NF* Adalimumab
15456098004,G04B,Sanctura XR,*NF* Trospium
00713016612,N02C,Ergotamine-Caffeine,Ergotamine-Caffeine (Rectal)
00003256016,J01D,Aztreonam  Desensitization ,N/A
00145430001,D05B,Soriatane CK,Acitretin *NF*
00009347503,H02A,Methylprednisolone ACETATE,Methylprednisolone ACETATE
00173013093,L01A,Melphalan,N/A
00078037742,G03F,CombiPatch,*NF* Estradiol-Norethindrone Acet Patch
00173075600,N03A,LaMICtal,LaMOTrigine (Lamictal Brand) *NF*
00062141101,G03D,norethindrone (contraceptive),*NF* Norethindrone (0.35mg Tab)
00517381025,R03D,Aminophylline,N/A
00574410310,S03A,Neomycin-Polymyxin-HC Otic Susp,Neomycin-Polymyxin-HC Otic Susp
00409263450,N02A,HYDROmorphone-HP,N/A
